stage,file,line,helper,args,context
08,1401253e0_stage_08_gameplay_update_candidate.c,660,stage_spawn_dispatch_candidate,"0x1d,0x640,(int)*(float *)((longlong)&local_188 + uVar6), (int)*(float *)((longlong)&local_188 + uVar6 + 4)",
08,1401253e0_stage_08_gameplay_update_candidate.c,663,stage_spawn_dispatch_candidate,"0x2c,0x640,(int)*(float *)((longlong)&local_158 + uVar6), (int)*(float *)((longlong)&local_158 + uVar6 + 4)",
08,1401253e0_stage_08_gameplay_update_candidate.c,666,stage_spawn_dispatch_candidate,"0x5a,0x640,(int)*(float *)((longlong)&local_128 + uVar6), (int)*(float *)((longlong)&local_128 + uVar6 + 4)",
08,1401253e0_stage_08_gameplay_update_candidate.c,673,stage_spawn_dispatch_candidate,"0x1e,0x708,(int)*(float *)((longlong)&local_1f8 + uVar7), (int)*(float *)((longlong)&local_1f8 + uVar7 + 4)",
08,1401253e0_stage_08_gameplay_update_candidate.c,676,stage_spawn_dispatch_candidate,"0x2d,0x1194,(int)*(float *)((longlong)&local_1e8 + uVar7), (int)*(float *)((longlong)&local_1e8 + uVar7 + 4)",
08,1401253e0_stage_08_gameplay_update_candidate.c,683,stage_spawn_dispatch_candidate,"0x5d,0xc80,(int)*(float *)(&local_1d8 + uVar6), (int)*(float *)((longlong)&local_1d8 + uVar6 * 8 + 4)",
08,1401253e0_stage_08_gameplay_update_candidate.c,690,stage_spawn_dispatch_candidate,"0x97,0x708,(int)*(float *)(&local_228 + uVar7), (int)*(float *)((longlong)&local_228 + uVar7 * 8 + 4)",
08,1401253e0_stage_08_gameplay_update_candidate.c,695,stage_spawn_dispatch_candidate,"0x20,14000,200,0xfffff4de",
08,1401253e0_stage_08_gameplay_update_candidate.c,696,stage_spawn_dispatch_candidate,"0x5e,0x157c,0x208,0xfffff4ac",
08,1401253e0_stage_08_gameplay_update_candidate.c,697,stage_spawn_dispatch_candidate,"0x1f,8000,0x1c2,0xffffec64",
08,1401253e0_stage_08_gameplay_update_candidate.c,698,stage_spawn_dispatch_candidate,"0x1f,8000,0x127,0xffffebc4",
08,1401253e0_stage_08_gameplay_update_candidate.c,699,stage_spawn_dispatch_candidate,"0x5f,0x34bc,0x168,0xffffea84",
08,1401253e0_stage_08_gameplay_update_candidate.c,704,stage_spawn_dispatch_candidate,"0x95,1000,0x10e,0xffffffce",if ((uVar5 < 0x226) && (uVar5 == ((int)uVar5 / 0x5a) * 0x5a)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,705,stage_spawn_dispatch_candidate,"0x95,1000,0x168,0xffffffce",if ((uVar5 < 0x226) && (uVar5 == ((int)uVar5 / 0x5a) * 0x5a)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,706,stage_spawn_dispatch_candidate,"0x95,1000,0x1c2,0xffffffce",if ((uVar5 < 0x226) && (uVar5 == ((int)uVar5 / 0x5a) * 0x5a)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,711,stage_spawn_dispatch_candidate,"0x95,0x4b0,0xe6,0xffffffce",if ((uVar5 < 0x226) && (uVar5 == ((int)uVar5 / 0x5a) * 0x5a)) { | if ((uVar5 < 400) && (uVar5 == ((int)uVar5 / 0x5a) * 0x5a)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,712,stage_spawn_dispatch_candidate,"0x95,0x4b0,0x1ea,0xffffffce",if ((uVar5 < 400) && (uVar5 == ((int)uVar5 / 0x5a) * 0x5a)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,717,stage_spawn_dispatch_candidate,"0x5b,800,0x302,(int)uVar6 + -0x2d14",if ((uVar5 < 400) && (uVar5 == ((int)uVar5 / 0x5a) * 0x5a)) { | if ((uVar5 < 800) && (uVar5 == ((int)uVar5 / 0x5a) * 0x5a)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,718,stage_spawn_dispatch_candidate,"0x5b,800,0xffffffce,DAT_140e418c8 - 0x2d82",if ((uVar5 < 400) && (uVar5 == ((int)uVar5 / 0x5a) * 0x5a)) { | if ((uVar5 < 800) && (uVar5 == ((int)uVar5 / 0x5a) * 0x5a)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,723,stage_spawn_dispatch_candidate,"0x5b,1000,0xffffffce,(int)uVar6 + -0x3264",if ((uVar5 < 800) && (uVar5 == ((int)uVar5 / 0x5a) * 0x5a)) { | if ((uVar5 < 900) && (uVar5 == ((int)uVar5 / 0x5a) * 0x5a)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,728,stage_spawn_dispatch_candidate,"0x98,1000,0x302,(int)uVar6 + -0x3714",if ((uVar5 < 900) && (uVar5 == ((int)uVar5 / 0x5a) * 0x5a)) { | if ((uVar5 < 800) && (uVar5 == ((int)uVar5 / 0x5a) * 0x5a)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,749,stage_spawn_dispatch_candidate,"0x96,700,(int)*pfVar8,(int)(fVar2 - pfVar8[1]) + (int)uVar6 + -0x3cf0",if ((int)uVar11 < 3) { | if ((int)uVar6 == iVar10) {
08,1401253e0_stage_08_gameplay_update_candidate.c,765,stage_spawn_dispatch_candidate,"0x35,0xfa,0xffffffec,0x96",if (uVar5 < 100) { | if ((int)uVar5 < 0) { | if (uVar5 == 0) {
08,1401253e0_stage_08_gameplay_update_candidate.c,770,stage_spawn_dispatch_candidate,"0x1b,3000,0xf0,0",if (uVar5 == 0) { | if ((int)uVar6 == 0x2ac6) {
08,1401253e0_stage_08_gameplay_update_candidate.c,780,stage_spawn_dispatch_candidate,"0x35,0xfa,0x2e4,0x96",if (uVar5 < 100) { | if ((int)uVar5 < 0) { | if (uVar5 == 0) {
08,1401253e0_stage_08_gameplay_update_candidate.c,785,stage_spawn_dispatch_candidate,"0x1b,3000,0x1e0,0",if (uVar5 == 0) { | if ((int)uVar6 == 0x2b5c) {
08,1401253e0_stage_08_gameplay_update_candidate.c,789,stage_spawn_dispatch_candidate,"0x4a,9000,0x168,0",if ((int)uVar6 == 0x2b5c) { | if ((int)uVar6 == 0x2c56) {
08,1401253e0_stage_08_gameplay_update_candidate.c,799,stage_spawn_dispatch_candidate,"0x35,200,0x2e4,0x96",if (uVar5 < 0x3c) { | if ((int)uVar5 < 0) { | if (uVar5 == 0) {
08,1401253e0_stage_08_gameplay_update_candidate.c,810,stage_spawn_dispatch_candidate,"0x35,200,0xffffffec,0xb4",if (uVar5 < 0x32) { | if ((int)uVar5 < 0) { | if (uVar5 == 0) {
08,1401253e0_stage_08_gameplay_update_candidate.c,821,stage_spawn_dispatch_candidate,"0x35,200,0x2e4,0x15e",if (uVar5 < 0x32) { | if ((int)uVar5 < 0) { | if (uVar5 == 0) {
08,1401253e0_stage_08_gameplay_update_candidate.c,832,stage_spawn_dispatch_candidate,"0x35,200,0xffffffec,0x15e",if (uVar5 < 0x32) { | if ((int)uVar5 < 0) { | if (uVar5 == 0) {
08,1401253e0_stage_08_gameplay_update_candidate.c,843,stage_spawn_dispatch_candidate,"0x35,0xfa,0x2e4,0x78",if (uVar5 < 100) { | if ((int)uVar5 < 0) { | if (uVar5 == 0) {
08,1401253e0_stage_08_gameplay_update_candidate.c,848,stage_spawn_dispatch_candidate,"0x9b,6000,0x230,0xb4",if (uVar5 == 0) { | if ((int)uVar6 == 0x3390) {
08,1401253e0_stage_08_gameplay_update_candidate.c,852,stage_spawn_dispatch_candidate,"0x9e,5000,0xdc,0x96",if ((int)uVar6 == 0x3390) { | if ((int)uVar6 == 0x367e) {
08,1401253e0_stage_08_gameplay_update_candidate.c,856,stage_spawn_dispatch_candidate,"0x3a,10000,800,200",if ((int)uVar6 == 0x367e) { | if ((int)uVar6 == 0x3840) {
08,1401253e0_stage_08_gameplay_update_candidate.c,860,stage_spawn_dispatch_candidate,"0xa1,9000,0x21c,0x96",if ((int)uVar6 == 0x3840) { | if ((int)uVar6 == 0x3afc) {
08,1401253e0_stage_08_gameplay_update_candidate.c,871,stage_spawn_dispatch_candidate,"0xb,0xfa,DAT_140e9fd1c % 0x259 + 0x3c,0xffffffec",if ((uVar5 < 100) && (uVar5 == ((int)uVar5 / 0x14) * 0x14)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,883,stage_spawn_dispatch_candidate,"0xb,300,DAT_140e9fd1c % 0x259 + 0x3c,0xffffffec",if ((uVar5 < 300) && (uVar5 == ((int)uVar5 / 0xd) * 0xd)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,894,stage_spawn_dispatch_candidate,"10,1000,(int)(uVar5 * 7) % 0x1e0 + 0x78,0x4236 - (int)uVar6",if (uVar5 < 200) { | if ((int)uVar13 < 0) { | if (uVar13 == 0) {
08,1401253e0_stage_08_gameplay_update_candidate.c,906,stage_spawn_dispatch_candidate,"0xc,400,DAT_140e9fd1c % 0x259 + 0x3c,0xffffffec",if ((uVar5 < 0x6e) && (uVar5 == ((int)uVar5 / 0xf) * 0xf)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,911,stage_spawn_dispatch_candidate,"0x70,500,0x136 - (int)(uVar5 * 6) % 0xf0,0x30c",if ((uVar5 < 0x28) && (uVar5 == ((int)uVar5 / 0xf) * 0xf)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,912,stage_spawn_dispatch_candidate,"0x70,500,(int)((DAT_140e418c8 - 0x43a8) * 6) % 0xf0 + 0x19a,0x30c",if ((uVar5 < 0x28) && (uVar5 == ((int)uVar5 / 0xf) * 0xf)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,918,stage_spawn_dispatch_candidate,"0x70,500,0x136 - (int)(uVar5 * 6) % 0xf0,0x30c",if ((uVar5 < 0x28) && (uVar5 == ((int)uVar5 / 0xf) * 0xf)) { | if ((uVar5 < 0x28) && (uVar5 == ((int)uVar5 / 0xf) * 0xf)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,919,stage_spawn_dispatch_candidate,"0x70,500,(int)((DAT_140e418c8 - 0x440c) * 6) % 0xf0 + 0x19a,0x30c",if ((uVar5 < 0x28) && (uVar5 == ((int)uVar5 / 0xf) * 0xf)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,924,stage_spawn_dispatch_candidate,"0xf,0x1194,0xffffff88,0xfa",if ((uVar5 < 0x28) && (uVar5 == ((int)uVar5 / 0xf) * 0xf)) { | if ((int)uVar6 == 0x44c0) {
08,1401253e0_stage_08_gameplay_update_candidate.c,928,stage_spawn_dispatch_candidate,"0xf,0x1194,0x348,200",if ((int)uVar6 == 0x44c0) { | if ((int)uVar6 == 0x44f2) {
08,1401253e0_stage_08_gameplay_update_candidate.c,932,stage_spawn_dispatch_candidate,"0xf,0x1194,0xffffff88,0x96",if ((int)uVar6 == 0x44f2) { | if ((int)uVar6 == 0x4524) {
08,1401253e0_stage_08_gameplay_update_candidate.c,936,stage_spawn_dispatch_candidate,"0xf,0x1194,0x348,100",if ((int)uVar6 == 0x4524) { | if ((int)uVar6 == 0x4556) {
08,1401253e0_stage_08_gameplay_update_candidate.c,940,stage_spawn_dispatch_candidate,"0x3d,10000,0x398,0x96",if ((int)uVar6 == 0x4556) { | if ((int)uVar6 == 18000) {
08,1401253e0_stage_08_gameplay_update_candidate.c,950,stage_spawn_dispatch_candidate,"0x35,0xfa,0x2e4,0x78",if (uVar5 < 0x50) { | if ((int)uVar5 < 0) { | if (uVar5 == 0) {
08,1401253e0_stage_08_gameplay_update_candidate.c,955,stage_spawn_dispatch_candidate,"0x73,7000,0x1cc,0",if (uVar5 == 0) { | if ((int)uVar6 == 0x474a) {
08,1401253e0_stage_08_gameplay_update_candidate.c,965,stage_spawn_dispatch_candidate,"0x35,0xfa,0xffffffec,0xa0",if (uVar5 < 0x50) { | if ((int)uVar5 < 0) { | if (uVar5 == 0) {
08,1401253e0_stage_08_gameplay_update_candidate.c,970,stage_spawn_dispatch_candidate,"0x73,7000,0x104,0",if (uVar5 == 0) { | if ((int)uVar6 == 0x4812) {
08,1401253e0_stage_08_gameplay_update_candidate.c,974,stage_spawn_dispatch_candidate,"0x25,700,0xd2,0xffffffec",if ((int)uVar6 == 0x4812) { | if ((int)uVar6 == 0x4876) {
08,1401253e0_stage_08_gameplay_update_candidate.c,975,stage_spawn_dispatch_candidate,"0x25,700,300,0xffffffec",if ((int)uVar6 == 0x4812) { | if ((int)uVar6 == 0x4876) {
08,1401253e0_stage_08_gameplay_update_candidate.c,976,stage_spawn_dispatch_candidate,"0x25,700,0x186,0xffffffec",if ((int)uVar6 == 0x4812) { | if ((int)uVar6 == 0x4876) {
08,1401253e0_stage_08_gameplay_update_candidate.c,977,stage_spawn_dispatch_candidate,"0x25,700,0x1e0,0xffffffec",if ((int)uVar6 == 0x4812) { | if ((int)uVar6 == 0x4876) {
08,1401253e0_stage_08_gameplay_update_candidate.c,981,stage_spawn_dispatch_candidate,"0x25,700,0xf0,0xffffffec",if ((int)uVar6 == 0x4876) { | if ((int)uVar6 == 0x48a8) {
08,1401253e0_stage_08_gameplay_update_candidate.c,982,stage_spawn_dispatch_candidate,"0x25,700,0x14a,0xffffffec",if ((int)uVar6 == 0x48a8) {
08,1401253e0_stage_08_gameplay_update_candidate.c,983,stage_spawn_dispatch_candidate,"0x25,700,0x1a4,0xffffffec",if ((int)uVar6 == 0x48a8) {
08,1401253e0_stage_08_gameplay_update_candidate.c,984,stage_spawn_dispatch_candidate,"0x25,700,0x1fe,0xffffffec",if ((int)uVar6 == 0x48a8) {
08,1401253e0_stage_08_gameplay_update_candidate.c,989,stage_spawn_dispatch_candidate,"0x2e,60000,0x168,0xffffff88",if (uVar5 == 0x490c) {
08,1401253e0_stage_08_gameplay_update_candidate.c,1002,stage_spawn_dispatch_candidate,"0x44,0xfa,DAT_140e9fd1c % 0x259 + 0x3c,0xffffffec",if ((uVar13 < 0x47e) && (uVar13 == ((int)uVar13 / 5) * 5)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,1006,stage_spawn_dispatch_candidate,"0x27,4000,0x1e0,300",if ((int)uVar6 == 20000) {
08,1401253e0_stage_08_gameplay_update_candidate.c,1010,stage_spawn_dispatch_candidate,"0x27,4000,0xf0,200",if ((int)uVar6 == 20000) { | if ((int)uVar6 != 0x4e48) goto LAB_1401282c6;
08,1401253e0_stage_08_gameplay_update_candidate.c,1015,stage_spawn_dispatch_candidate,"0x27,4000,0x1b8,100",if ((int)uVar6 != 0x4e48) goto LAB_1401282c6; | if ((int)uVar6 == 0x4e70) {
08,1401253e0_stage_08_gameplay_update_candidate.c,1019,stage_spawn_dispatch_candidate,"0x29,4000,0xf0,300",if ((int)uVar6 == 0x4e70) { | if ((int)uVar6 == 0x4f4c) {
08,1401253e0_stage_08_gameplay_update_candidate.c,1023,stage_spawn_dispatch_candidate,"0x29,4000,0x1e0,0xfa",if ((int)uVar6 == 0x4f4c) { | if ((int)uVar6 == 0x4fb0) {
08,1401253e0_stage_08_gameplay_update_candidate.c,1027,stage_spawn_dispatch_candidate,"0x29,4000,0xf0,200",if ((int)uVar6 == 0x4fb0) { | if ((int)uVar6 == 0x5014) {
08,1401253e0_stage_08_gameplay_update_candidate.c,1039,stage_spawn_dispatch_candidate,"0xb,300,DAT_140e9fd1c % 0x259 + 0x3c,0xffffffec",if ((uVar5 < 400) && (uVar5 == ((int)uVar5 / 0x18) * 0x18)) {
08,1401253e0_stage_08_gameplay_update_candidate.c,1044,stage_spawn_dispatch_candidate,"0x59,5000,0xffffff9c,200",if ((int)uVar6 == 0x50aa) {
08,1401253e0_stage_08_gameplay_update_candidate.c,1048,stage_spawn_dispatch_candidate,"0x59,5000,0x334,200",if ((int)uVar6 == 0x50aa) { | if ((int)uVar6 == 0x50dc) {
08,1401253e0_stage_08_gameplay_update_candidate.c,1060,stage_spawn_dispatch_candidate,"0x45,300,DAT_140e9fd1c % 0x259 + 0x3c,0xffffffec","if (((DAT_140e418cc == 0) && (uVar13 = uVar5 - 0x50dc, uVar13 < 100)) &&"
08,1401253e0_stage_08_gameplay_update_candidate.c,1064,stage_spawn_dispatch_candidate,"8,5000,0x104,0",if (uVar5 == 0x51a4) {
08,1401253e0_stage_08_gameplay_update_candidate.c,89,stage_intro_banner_event_candidate,"DAT_140e445c0 + (DAT_1407c7798 + 9) * 10,DAT_140e445c0,DAT_140e418c8,0x32,0xe6,0",
09,140128940_stage_09_gameplay_update_candidate.c,32,stage_spawn_dispatch_candidate,"0x74,700,iVar4 + 0x82,0x334",if ((uVar3 < 0x10e) && (uVar3 == ((int)uVar3 / 0x3c) * 0x3c)) {
09,140128940_stage_09_gameplay_update_candidate.c,33,stage_spawn_dispatch_candidate,"0x74,700,iVar4 + 0x104,0x334",if ((uVar3 < 0x10e) && (uVar3 == ((int)uVar3 / 0x3c) * 0x3c)) {
09,140128940_stage_09_gameplay_update_candidate.c,34,stage_spawn_dispatch_candidate,"0x74,700,iVar4 + 0x186,0x334",if ((uVar3 < 0x10e) && (uVar3 == ((int)uVar3 / 0x3c) * 0x3c)) {
09,140128940_stage_09_gameplay_update_candidate.c,35,stage_spawn_dispatch_candidate,"0x74,700,iVar4 + 0x208,0x334",if ((uVar3 < 0x10e) && (uVar3 == ((int)uVar3 / 0x3c) * 0x3c)) {
09,140128940_stage_09_gameplay_update_candidate.c,36,stage_spawn_dispatch_candidate,"0x74,700,iVar4 + 0x28a,0x334",if ((uVar3 < 0x10e) && (uVar3 == ((int)uVar3 / 0x3c) * 0x3c)) {
09,140128940_stage_09_gameplay_update_candidate.c,40,stage_spawn_dispatch_candidate,"0x26,3000,0x230,0xffffffec",if ((int)uVar7 == 700) {
09,140128940_stage_09_gameplay_update_candidate.c,41,stage_spawn_dispatch_candidate,"0x26,3000,0xa0,0xffffffec",if ((int)uVar7 == 700) {
09,140128940_stage_09_gameplay_update_candidate.c,45,stage_spawn_dispatch_candidate,"0x26,3000,0x168,0xffffffec",if ((int)uVar7 == 700) { | if ((int)uVar7 == 800) {
09,140128940_stage_09_gameplay_update_candidate.c,50,stage_spawn_dispatch_candidate,"0x19,700,(int)uVar7 * 4 + -0xdc0,0xffffffec",if ((int)uVar7 == 800) { | if ((uVar3 < 0x78) && (uVar3 == ((int)uVar3 / 0x14) * 0x14)) {
09,140128940_stage_09_gameplay_update_candidate.c,61,stage_spawn_dispatch_candidate,"0xd,400,0xffffffec,DAT_140e9fd1c % 0x12d + 0x96",if ((uVar3 < 0x78) && (uVar3 == ((int)uVar3 / 10) * 10)) {
09,140128940_stage_09_gameplay_update_candidate.c,72,stage_spawn_dispatch_candidate,"0xd,400,0x2e4,DAT_140e9fd1c % 0x12d + 0x96",if ((uVar3 < 0x73) && (uVar3 == ((int)uVar3 / 10) * 10)) {
09,140128940_stage_09_gameplay_update_candidate.c,76,stage_spawn_dispatch_candidate,"7,5000,0x104,0",if ((int)uVar7 == 0x4b0) {
09,140128940_stage_09_gameplay_update_candidate.c,104,stage_spawn_dispatch_candidate,"0xb,400,DAT_140e9fd1c % 0x259 + 0x3c,0xffffffec",if ((iVar4 < 0x60) && (iVar4 == (iVar4 / 0x18) * 0x18)) {
09,140128940_stage_09_gameplay_update_candidate.c,115,stage_spawn_dispatch_candidate,"0xe,3000,DAT_140e9fd1c % 0x1b9 + 0x8c,0",if ((uVar3 < 0x6e0) && (uVar3 == ((int)uVar3 / 100) * 100)) {
09,140128940_stage_09_gameplay_update_candidate.c,119,stage_spawn_dispatch_candidate,"0x38,3000,0x208,0",if ((int)uVar7 == 0xdac) {
09,140128940_stage_09_gameplay_update_candidate.c,120,stage_spawn_dispatch_candidate,"0x38,3000,0xb4,0",if ((int)uVar7 == 0xdac) {
09,140128940_stage_09_gameplay_update_candidate.c,125,stage_spawn_dispatch_candidate,"0x46,2000,0x460,100,uVar10,uVar12",if ((int)uVar7 == 0xdac) { | if ((int)uVar7 == 0xe4c) {
09,140128940_stage_09_gameplay_update_candidate.c,129,stage_spawn_dispatch_candidate,"0x46,2000,0x3ca,0x4b,uVar10",if ((int)uVar7 == 0xe4c) { | if ((int)uVar7 == 0xe74) {
09,140128940_stage_09_gameplay_update_candidate.c,133,stage_spawn_dispatch_candidate,"0x46,2000,0x334,0x32",if ((int)uVar7 == 0xe74) { | if ((int)uVar7 == 0xe92) {
09,140128940_stage_09_gameplay_update_candidate.c,137,stage_spawn_dispatch_candidate,"0x46,2000,0xfffffe70,0x50",if ((int)uVar7 == 0xe92) { | if ((int)uVar7 == 0xec4) {
09,140128940_stage_09_gameplay_update_candidate.c,141,stage_spawn_dispatch_candidate,"0x46,2000,0xffffff06,0x37",if ((int)uVar7 == 0xec4) { | if ((int)uVar7 == 0xee2) {
09,140128940_stage_09_gameplay_update_candidate.c,145,stage_spawn_dispatch_candidate,"0x46,2000,0xffffff9c,0x1e",if ((int)uVar7 == 0xee2) { | if ((int)uVar7 == 0xf00) {
09,140128940_stage_09_gameplay_update_candidate.c,150,stage_spawn_dispatch_candidate,"0x19,500,0x6e,0xffffffec",if ((int)uVar7 == 0xf00) { | if ((uVar3 < 0x78) && (uVar3 == ((int)uVar3 / 0x28) * 0x28)) {
09,140128940_stage_09_gameplay_update_candidate.c,151,stage_spawn_dispatch_candidate,"0x19,500,0xd2,0xffffffec",if ((int)uVar7 == 0xf00) { | if ((uVar3 < 0x78) && (uVar3 == ((int)uVar3 / 0x28) * 0x28)) {
09,140128940_stage_09_gameplay_update_candidate.c,152,stage_spawn_dispatch_candidate,"0x19,500,0x136,0xffffffec",if ((int)uVar7 == 0xf00) { | if ((uVar3 < 0x78) && (uVar3 == ((int)uVar3 / 0x28) * 0x28)) {
09,140128940_stage_09_gameplay_update_candidate.c,153,stage_spawn_dispatch_candidate,"0x19,500,0x19a,0xffffffec",if ((uVar3 < 0x78) && (uVar3 == ((int)uVar3 / 0x28) * 0x28)) {
09,140128940_stage_09_gameplay_update_candidate.c,154,stage_spawn_dispatch_candidate,"0x19,500,0x1fe,0xffffffec",if ((uVar3 < 0x78) && (uVar3 == ((int)uVar3 / 0x28) * 0x28)) {
09,140128940_stage_09_gameplay_update_candidate.c,155,stage_spawn_dispatch_candidate,"0x19,500,0x262,0xffffffec",if ((uVar3 < 0x78) && (uVar3 == ((int)uVar3 / 0x28) * 0x28)) {
09,140128940_stage_09_gameplay_update_candidate.c,181,stage_spawn_dispatch_candidate,"0x57,0x708,DAT_140e9fd1c % 0x97 + 0x262, ((DAT_140e9fd18 >> 0xb ^ uVar3) >> 8 ^ uVar3 ^ DAT_140e9fd18) % 0x65 - 200",if (((int)uVar3 < 0x15e0) && (uVar5 == ((int)uVar5 / 0x50) * 0x50)) {
09,140128940_stage_09_gameplay_update_candidate.c,195,stage_spawn_dispatch_candidate,"0x58,0x708,DAT_140e9fd1c % 0x97 - 0x28, ((DAT_140e9fd18 >> 0xb ^ uVar3) >> 8 ^ DAT_140e9fd18 ^ uVar3) % 0x65 - 200",if ((uVar3 < 0x4f6) && (uVar3 == ((int)uVar3 / 0x50) * 0x50)) {
09,140128940_stage_09_gameplay_update_candidate.c,201,stage_spawn_dispatch_candidate,"0x2b,12000,0x168,0",if ((int)uVar7 == 0x1644) {
09,140128940_stage_09_gameplay_update_candidate.c,206,stage_spawn_dispatch_candidate,"0xb,400,0x6e,0xffffffec",if ((int)uVar7 == 0x1644) { | if ((uVar3 < 0x96) && (uVar3 == ((int)uVar3 / 0x32) * 0x32)) {
09,140128940_stage_09_gameplay_update_candidate.c,207,stage_spawn_dispatch_candidate,"0xb,400,0x262,0xffffffec",if ((int)uVar7 == 0x1644) { | if ((uVar3 < 0x96) && (uVar3 == ((int)uVar3 / 0x32) * 0x32)) {
09,140128940_stage_09_gameplay_update_candidate.c,220,stage_spawn_dispatch_candidate,"0xb,0x168,DAT_140e9fd1c % 0x259 + 0x3c,0xffffffec,uVar10,uVar12","if (((uVar3 < 0xa0) && (iVar4 = (int)uVar3 % 0x78, iVar4 < 0x60)) &&"
09,140128940_stage_09_gameplay_update_candidate.c,232,stage_spawn_dispatch_candidate,"0xb,0x168,0x2e4,DAT_140e9fd1c % 0xfb + 100,uVar10","if (((uVar3 < 0x9b) && (iVar4 = (int)uVar3 % 0x78, iVar4 < 0x60)) &&"
09,140128940_stage_09_gameplay_update_candidate.c,244,stage_spawn_dispatch_candidate,"0xb,0x168,0xffffffec,DAT_140e9fd1c % 0xfb + 100","if (((uVar3 < 0x96) && (iVar4 = (int)uVar3 % 0x78, iVar4 < 0x60)) &&"
09,140128940_stage_09_gameplay_update_candidate.c,269,stage_spawn_dispatch_candidate,"0x35,0x96,0x2e4,100",if (iVar4 < 0x1bee) { | if ((int)uVar3 < 0) { | if (uVar3 != 0) goto LAB_14012991b;
09,140128940_stage_09_gameplay_update_candidate.c,270,stage_spawn_dispatch_candidate,"0x35,0x96,0xffffffec,0xa0",if (iVar4 < 0x1bee) { | if ((int)uVar3 < 0) { | if (uVar3 != 0) goto LAB_14012991b;
09,140128940_stage_09_gameplay_update_candidate.c,271,stage_spawn_dispatch_candidate,"0x35,0x96,0x2e4,0xdc",if ((int)uVar3 < 0) { | if (uVar3 != 0) goto LAB_14012991b;
09,140128940_stage_09_gameplay_update_candidate.c,272,stage_spawn_dispatch_candidate,"0x35,0x96,0xffffffec,0x118",if ((int)uVar3 < 0) { | if (uVar3 != 0) goto LAB_14012991b;
09,140128940_stage_09_gameplay_update_candidate.c,293,stage_spawn_dispatch_candidate,"0x47,2000,0x1fe,0xfa",if ((int)uVar3 < 0) { | if (uVar3 == 0) goto LAB_14012995f; | if ((int)uVar7 == 0x1e78) {
09,140128940_stage_09_gameplay_update_candidate.c,297,stage_spawn_dispatch_candidate,"0x48,2000,0xd2,0x96",if (uVar3 == 0) goto LAB_14012995f; | if ((int)uVar7 == 0x1e78) { | if ((int)uVar7 == 0x1ec8) {
09,140128940_stage_09_gameplay_update_candidate.c,301,stage_spawn_dispatch_candidate,"0x58,0x640,0x104,0xffffff9c",if ((int)uVar7 == 0x1ec8) { | if ((int)uVar7 == 0x1fd6) {
09,140128940_stage_09_gameplay_update_candidate.c,302,stage_spawn_dispatch_candidate,"0x58,0x640,0x6e,0xffffff6a",if ((int)uVar7 == 0x1ec8) { | if ((int)uVar7 == 0x1fd6) {
09,140128940_stage_09_gameplay_update_candidate.c,303,stage_spawn_dispatch_candidate,"0x58,0x640,0xffffffd8,0xffffff38",if ((int)uVar7 == 0x1ec8) { | if ((int)uVar7 == 0x1fd6) {
09,140128940_stage_09_gameplay_update_candidate.c,307,stage_spawn_dispatch_candidate,"0x57,0x640,0x1cc,0xffffff38",if ((int)uVar7 == 0x1fd6) { | if ((int)uVar7 == 0x203a) {
09,140128940_stage_09_gameplay_update_candidate.c,308,stage_spawn_dispatch_candidate,"0x57,0x640,0x262,0xffffff6a",if ((int)uVar7 == 0x1fd6) { | if ((int)uVar7 == 0x203a) {
09,140128940_stage_09_gameplay_update_candidate.c,309,stage_spawn_dispatch_candidate,"0x57,0x640,0x2f8,0xffffff9c",if ((int)uVar7 == 0x203a) {
09,140128940_stage_09_gameplay_update_candidate.c,314,stage_spawn_dispatch_candidate,"8,5000,0x1cc,0,uVar10,uVar12",if ((int)uVar7 == 0x203a) { | if ((int)uVar7 == 0x20d0) {
09,140128940_stage_09_gameplay_update_candidate.c,318,stage_spawn_dispatch_candidate,"0x4d,6000,0xffffff6a,0,uVar10",if ((int)uVar7 == 0x20d0) { | if ((int)uVar7 == 0x2166) {
09,140128940_stage_09_gameplay_update_candidate.c,329,stage_spawn_dispatch_candidate,"0x36,0x15e,0x2e4,DAT_140e9fd1c % 0xc9 + 300",if ((uVar3 < 0xe6) && (uVar3 == ((int)uVar3 / 0x14) * 0x14)) {
